tandem_value,dat_tim,rec_typ,auth_ppd,term_ln,term_fiid,term_id,crd_ln,crd_fiid,crd_num_19,brch,regn_id,term_typ_r,auth_typ_cde,auth_typ,auth_rte_stat,auth_originator,auth_responder,auth_entry_tim,auth_exit_tim,auth_re_entry_tim,auth_tran_dat_ymd,auth_tran_tim_hms,auth_tran_tim_tt,auth_post_dat_ymd,acq_ichg_setl_ymd,switch_date_fill,switch_date,switch_mm,switch_dd,iss_ichg_setl_ymd,seq_num,term_typ,tim_ofst,reference_1,acq_inst_id_num1,acq_inst_id_num2,rcv_inst_id_num1,rcv_inst_id_num2,cup_filler_1,cup_post_date,cup_filler_2,ref1_scsmg,billpay_ref1,tran_cde,tran_cde_frm,tran_cde_to,from_acct,receive_slip,to_acct,mult_acct,amt_1_full,amt_2_full,amt_3,dep_bal_cr,atc_counter,term_cability,dep_typ,emv_flag,resp_byte,term_name_loc,term_owner_name,term_city,term_st_x,term_cntry_x,to_acct_fee,acq_fee,iss_fee,change_acct,change_amt,orig_crncy_cde,auth_crncy_cde,auth_conv_rate,auth_crncy_amt,from_bank_code,to_bank_code,pcc_trace_no,bill_cnt_20,bill_cnt_100,bill_cnt_500,bill_cnt_1000,to_acct_name_benef,rvsl_rsn,pin_ofst,shrg_grp,dest_order,auth_id_resp,refr_imp_ind,refr_avail_imp,refr_ledg_imp,refr_hld_amt_imp,dep_setl_imp_flg,adj_setl_imp_flg,refr_ind_pbf1,refr_ind_pbf2,refr_ind_pbf3,refr_ind_pbf4,user_fld4,fee_amt,fee_amt_1,sub_type_from,sub_type_to,barcode_typ,tfr_ir_flg_fee,change_typ,reference_2,frwd_inst_id_num,crd_accpt_id_num,campaign_no,campaign_flag,code_scsmg,phone_cust_ncb,billpay_ref2,crd_iss_id_num,bill_cnt1_4,hopr1_amt,hopr2_amt,hopr3_amt,hopr4_amt,auth_branch_from,auth_branch_to,track2,cb_teller_id,cb_serial_no,card_type,sub_type,dcc_term_group,dcc_mark_up,interchange_tran_type,promptchai_flag,any_id_type,proxy_id,sender_name,proxy_type,acq_bank,iss_bank,dest_bank,pin_block_type,to_acct_name_sender,to_acct_disp_name,sender_tax_id,receiver_tax_id,vtm_bill_cnt,vtm_hopr1_amt_100,vtm_hopr2_amt_0500,vtm_hopr3_amt_1000,vtm_hopr4_amt_0020,vtm_hopr5_amt_0005,vtm_hopr6_amt_0001,special_scb_fee,special_ven_fee,billpay_ref3,rtp_ref_id,app_src_of_trans,app_inf_to_atm,typ_sender,typ_recv,waive_fee_flag,promptchai_wvfee_flag,p2p_billpay_norm_flag,special_bill_flag,verf_pin,mg_commit_date_time,mg_trans_ses_id,mg_tran_status,mg_sender_first_nm,mg_sender_last_nm,mg_sender_cnty,mg_rec_photo_num,mg_recv_dob,mg_recv_first_nm,mg_recv_last_nm,mg_recv_cnty,mg_recv_pos_trn,mg_relation_sender,mg_recv_occup,mg_receive_amt,mg_disp_amt_1,mg_disp_amt_2,mg_remain_amt_1,mg_remain_amt_2,mg_remain_fee,amlo_name,amlo_acct,amlo_id,amlo_crd_flag,amlo_crd_fiid,cr_border_txn_id,cr_usd_amt,cr_cncy_cde,cr_fx_rate,cr_fee,,,,,
DR,2.12643E+17,2,UGAA,UAT1,SCB,B100009B014B2219,UAT1,SCB,10100000071,5013,0,N,31,110,0,5,7,2.12643E+17,2.12643E+17,2.12643E+17,260416,152042,0,260416,0,0,0,0,0,260416,24,50,0,1.40015E+20,,,,,,,,,,39,0,0,,0,10100000071,0,104,0,0,0,0,0,0,0,57,???????????????,ORFT-COUNTER S,0,0,0,14,22,14,1.40002E+14,42040.41,764,140,200.0000418,0,14,2,418002,0,0,418,2,,0,0,A,P,,0,0,0,0,0,0,,,,,5E+13,50,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,0,0,0,0,0,0,0,5895999999999990=1299ORFT-COUNTER S8507,ORFT-COU,NTER S,85,7,0,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,20:42.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,B100009B014B2219,UAT1,SCB,10100000071,5013,0,N,31,110,0,5,7,2.12643E+17,2.12643E+17,2.12643E+17,260416,152045,0,260416,0,0,0,0,0,260416,25,50,0,1.40015E+20,,,,,,,,,,39,0,0,,0,10100000071,0,104,0,0,0,0,0,0,0,57,???????????????,ORFT-COUNTER S,0,0,0,14,22,14,1.40002E+14,45040.41,764,140,200.0000418,0,14,2,418501,0,0,418,501,,0,0,A,P,,0,0,0,0,0,0,,,,,5E+13,50,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,0,0,0,0,0,0,0,5895999999999990=1299ORFT-COUNTER S8507,ORFT-COU,NTER S,85,7,0,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,20:45.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,B100009B014B2219,UAT1,SCB,10100000071,5013,0,N,31,110,0,5,7,2.12643E+17,2.12643E+17,2.12643E+17,260416,152046,0,260416,0,0,0,0,0,260416,26,50,0,1.40015E+20,,,,,,,,,,39,0,0,,0,10100000071,0,104,0,0,0,0,0,0,0,57,???????????????,ORFT-COUNTER S,0,0,0,14,22,14,1.40002E+14,46040.41,764,140,200.0000419,0,14,2,419001,0,0,419,1,,0,0,A,P,,0,0,0,0,0,0,,,,,5E+13,50,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,0,0,0,0,0,0,0,5895999999999990=1299ORFT-COUNTER S8507,ORFT-COU,NTER S,85,7,0,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,20:46.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,B100009B014B2219,UAT1,SCB,1010000071,5013,0,N,31,110,0,5,7,2.12643E+17,2.12643E+17,2.12643E+17,260416,152141,0,260416,0,0,0,0,0,260416,27,50,0,1.40015E+20,,,,,,,,,,39,0,0,,0,1010000071,0,104,0,0,0,0,0,0,0,0,???????????????,ORFT-COUNTER STEST_P00,32111    0000,0,0,14,0,0,1.4E+14,141040.41,764,140,200.0000419,0,14,2,419501,0,0,419,501,TEST_P0032111,0,0,A,P,575345,0,0,0,0,0,0,,,,,1.4E+13,14,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,0,0,0,0,0,0,0,5895999999999990=1299ORFT-COUNTER S8507,ORFT-COU,NTER S,85,7,0,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,21:41.0,10:51.6,,NULL,NULL
DR,2.12643E+17,1,UGAA,UAT1,SCB,B100009B014B2219,UAT1,SCB,1010000071,5013,0,N,31,220,0,5,1,0,0,0,260416,152505,0,260416,0,0,0,0,0,0,28,50,0,1.4E+12,,,,,,,,,,49,0,0,,0,1010000071,0,104,0,0,0,0,0,0,0,0,???????????????,ORFT-COUNTER SCB,0,0,0,14,22,14,1.40002E+14,0,764,140,200.0000419,0,14,2,419501,0,0,419,501,CB      000000000,0,0,A,P,0,0,0,0,0,0,0,,,,,5E+13,50,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,0,0,0,0,0,0,0,5895999999999990=1299ORFT-COUNTER S8507,ORFT-COU,NTER S,85,7,0,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,25:05.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,B100009B014B2219,UAT1,SCB,1010000071,5013,0,N,31,110,0,5,7,2.12643E+17,2.12643E+17,2.12643E+17,260416,153544,0,260416,0,0,0,0,0,260416,29,50,0,1.40015E+20,,,,,,,,,,39,0,0,,0,1010000071,0,105,0,0,0,0,0,0,0,0,???????????????,ORFT-COUNTER STEST_P00,32111    0000,0,0,14,0,0,1.4E+14,544040.41,764,140,200.0000412,0,14,2,412503,0,0,412,503,TEST_P0032111,0,0,A,P,808584,0,0,0,0,0,0,,,,,1.4E+13,14,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,0,0,0,0,0,0,0,5895999999999990=1299ORFT-COUNTER S8507,ORFT-COU,NTER S,85,7,0,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,35:44.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,B100009B014B2219,UAT1,SCB,1010000071,5013,0,N,31,110,0,5,7,2.12643E+17,2.12643E+17,2.12643E+17,260416,153548,0,260416,0,0,0,0,0,260416,30,50,0,1.40015E+20,,,,,,,,,,39,0,0,,0,1010000071,0,100000,0,0,0,0,0,0,0,0,???????????????,ORFT-COUNTER STEST_P00,32111    0000,0,0,33.6,0,0,3.36E+14,548040.41,764,140,200.000042,0,14,2,420001,0,0,420,1,TEST_P0032111,0,0,A,P,622395,0,0,0,0,0,0,,,,,3.36E+13,33.6,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,0,0,0,0,0,0,0,5895999999999990=1299ORFT-COUNTER S8507,ORFT-COU,NTER S,85,7,0,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,35:48.0,10:51.6,,NULL,NULL
DR,2.12643E+17,1,UGAA,UAT1,SCB,B100009B014B2219,UAT1,SCB,1010000071,5013,0,N,31,220,0,5,1,0,0,0,260416,153728,0,260416,0,0,0,0,0,0,31,50,0,1.4E+12,,,,,,,,,,49,0,0,,0,1010000071,0,100000,0,0,0,0,0,0,0,0,???????????????,ORFT-COUNTER SCB,0,0,0,33.6,52.8,33.6,3.36005E+14,0,764,140,200.000042,0,14,2,420001,0,0,420,1,CB      000000000,0,0,A,P,0,0,0,0,0,0,0,,,,,1.2E+14,120,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,0,0,0,0,0,0,0,5895999999999990=1299ORFT-COUNTER S8507,ORFT-COU,NTER S,85,7,0,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,37:28.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,ITMX,TSCO,TB13B067B102P050,UAT1,TSCO,9.90067E+15,102,1,N,31,110,0,7,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,154922,0,260416,260416,26,416,4,16,0,2981,30,0,6.7E+12,,,,,,,,,,39,11,11,0,0,3612797619,0,11000,0,0,361000000,687,5,T,T,0,0,TSCO          TESTFISU,AT,0,H,10,18,7,1.00002E+14,922040,764,671,400.0000421,0,67,14,421501,0,0,421,501,TESTFISUAT,0,0,A,P,0,0,0,0,0,0,0,,,,,3.5E+13,35,0,0,0,0,0,0,014104346830670400  N,,,,,,,,0,0,0,0,0,0,0,361,9900670600041828=3006TSCO          0000,TSCO,,0,0,T5,6,87N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,49:22.0,10:51.6,,NULL,NULL
DR,2.12643E+17,1,UGAA,ITMX,TSCO,TB13B067B102P050,UAT1,TSCO,9.90067E+15,102,1,N,31,220,0,7,7,2.12643E+17,0,0,260416,154928,0,260416,260416,26,416,4,16,0,2982,30,0,6.7E+12,,,,,,,,,,49,11,11,1.18211E+12,0,3612797619,0,11000,0,0,0,999999,5,C,C,0,0,TSCO          TESTFISU,AT,0,H,10,18,7,1.00002E+14,928040,764,671,400.0000421,0,67,14,421501,0,0,421,501,TESTFISUAT,0,V    00000000,A,,0,0,0,0,0,0,0,,,,,3.5E+13,35,0,0,0,0,0,0,000000000140670400  N,,,,,,,,0,0,0,0,0,0,0,361,9900670600041828=3006TSCO          0000,TSCO,,0,0,C5,9999,99N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,49:28.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,B100009B014B2219,UAT1,SCB,1010000071,5013,0,N,31,110,0,5,7,2.12643E+17,2.12643E+17,2.12643E+17,260416,155707,0,260416,0,0,0,0,0,260416,32,50,0,1.40016E+20,,,,,,,,,,39,0,0,,0,1010000071,0,100000,0,0,0,0,0,0,0,0,???????????????,ORFT-COUNTER STEST_P00,32111    0000,0,0,33.6,0,0,3.36E+14,707040.41,764,140,200.0000418,0,14,2,418502,0,0,418,502,TEST_P0032111,0,0,A,P,601234,0,0,0,0,0,0,,,,,3.36E+13,33.6,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,0,0,0,0,0,0,0,5895999999999990=1299ORFT-COUNTER S8507,ORFT-COU,NTER S,85,7,0,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,57:07.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,B100009B014B2219,UAT1,SCB,1010000071,5013,0,N,31,110,0,5,7,2.12643E+17,2.12643E+17,2.12643E+17,260416,155839,0,260416,0,0,0,0,0,260416,33,50,0,1.40016E+20,,,,,,,,,,39,0,0,,0,1010000071,0,100000,0,0,0,0,0,0,0,0,???????????????,ORFT-COUNTER STEST_P00,32111    0000,0,0,33.6,0,0,3.36E+14,839040.41,764,140,200.0000422,0,14,2,422001,0,0,422,1,TEST_P0032111,0,0,A,P,593235,0,0,0,0,0,0,,,,,3.36E+13,33.6,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,0,0,0,0,0,0,0,5895999999999990=1299ORFT-COUNTER S8507,ORFT-COU,NTER S,85,7,0,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,58:39.0,10:51.6,,NULL,NULL
DR,2.12643E+17,1,UGAA,UAT1,SCB,B100009B014B2219,UAT1,SCB,1010000071,5013,0,N,31,220,0,5,1,0,0,0,260416,155917,0,260416,0,0,0,0,0,0,34,50,0,1.4E+12,,,,,,,,,,49,0,0,,0,1010000071,0,100000,0,0,0,0,0,0,0,0,???????????????,ORFT-COUNTER SCB,0,0,0,33.6,52.8,33.6,3.36005E+14,0,764,140,200.0000422,0,14,2,422001,0,0,422,1,CB      000000000,0,0,A,P,0,0,0,0,0,0,0,,,,,1.2E+14,120,0,0,0,0,0,0,00000000000000000000N0,,,,,,,,0,0,0,0,0,0,0,0,5895999999999990=1299ORFT-COUNTER S8507,ORFT-COU,NTER S,85,7,0,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,59:17.0,10:51.6,,NULL,NULL
DR,2.12643E+17,2,UAAA,UAT1,SCB,S1A365316,UAT1,SCB,5.57756E+15,111,1,N,31,210,0,1,3,2.12643E+17,0,0,260416,155925,68,260416,0,0,0,0,0,0,2016,22,0,9E+21,,,,,,,,,,31,0,41,0,0,0,0,0,0,0,0,0,5,F,F,1,NCR S6622E XP,SCB,บ ผ,],H,0,0,0,0,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,7.04019E+14,704,194,433,0,0,0,5577557613021154=2708              4500,,,45,0,F5,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,59:25.0,10:51.7,,NULL,NULL
DR,2.12643E+17,1,UAAA,UAT1,SCB,S1A365316,UAT1,SCB,5.57756E+15,111,1,N,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,155939,32,260416,0,0,0,0,0,0,2017,22,0,9E+21,,,,,,,,,,40,11,1,3612841379,0,4680585571,0,390,7191.02,7191.02,111000000,5,5,T,T,0,NCR S6622E XP,0,PHUKET   บ ผ,],H,0,0,0,,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,P,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,7.04019E+14,704,194,433,0,361,111,5577557613021154=2708000000000000004500,0,0,45,0,T5,0,05N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,59:39.0,10:51.7,1,NULL,NULL
DR,2.12643E+17,2,UAAR,UAT1,SCB,S1ACR6914,UAT1,SCB,5.57756E+15,507,507,R,31,210,0,1,3,2.12643E+17,0,0,260416,160041,27,260416,0,0,0,0,0,0,5886,30,0,9E+21,,,,,,,,,,31,0,41,0,0,0,0,0,0,0,0,0,5,F,F,1,3IN1 DIEBOLD,SIAM COMERCIAL,+,ข,H,0,0,0,0,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,4301620015,0,43,162,15,0,0,5577557613021154=2708              4500,,,45,0,F5,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,00:41.0,10:51.7,,NULL,NULL
DR,2.12643E+17,1,UAAR,UAT1,SCB,S1ACR6914,UAT1,SCB,5.57756E+15,507,507,R,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,160051,0,260416,0,0,0,0,0,0,5887,30,0,9E+21,,,,,,,,,,40,11,1,3612841379,0,4680585571,0,250,6941.02,6941.02,111000000,7,5,T,T,0,3IN1 DIEBOLD,00000000000000 BANK,BANGKOK     +,ข,H,0,0,0,,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,P,0,0,0,0,0,0,0,,,,,10000010,0,10,0,0,1,1,0,0,,,,,,,,0,4301620015,0,43,162,15,361,111,5577557613021154=2708000000000000004500,0,0,45,0,T5,0,07N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,00:51.0,10:51.7,1,NULL,NULL
DR,2.12643E+17,2,UGAV,UAT1,SCB,S1GVT6102,UAT1,SCB,5.57756E+15,111,1,R,31,210,0,1,3,2.12643E+17,0,0,260416,160218,66,260416,0,0,0,0,0,0,221,22,0,9E+21,,,,,,,,,,31,0,41,0,0,0,0,0,0,0,0,0,5,F,F,1,NCR S6622 XP,SCB,,,H,0,0,0,0,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,2.10009E+13,21,9,22,0,0,0,5577557613021154=2708              4500,,,45,0,F5,0,00N,N,,,,,,,,,,,,,2.10009E+21,21,9,22,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,02:18.0,10:51.6,,NULL,NULL
DR,2.12643E+17,1,UGAV,UAT1,SCB,S1GVT6102,UAT1,SCB,5.57756E+15,111,1,R,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,160234,8,260416,0,0,0,0,0,0,222,22,0,9E+21,,,,,,,,,,40,11,1,3612841379,0,4680585571,0,300,6641.02,6641.02,111000000,8,5,T,T,0,NCR S6622 XP,0,CHIANGMAI,,H,0,0,0,,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,P,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,2.10009E+13,21,9,22,0,361,111,5577557613021154=2708000000000000004500,0,0,45,0,T5,0,08N,N,,,,,,,,,,,,,2.10009E+21,21,9,22,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,02:34.0,10:51.6,1,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57756E+15,501,501,N,31,210,0,1,3,2.12643E+17,0,0,260416,160453,87,260416,0,0,0,0,0,0,60,30,0,9E+21,,,,,,,,,,31,0,41,0,0,0,0,0,0,0,0,0,5,F,F,1,DIEBOLD 510/560 XP,SIAM COMERCIAL,i :,W,sH,0,0,0,0,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,1.05006E+14,105,58,87,115,0,0,5577557613021139=2708              4500,,,45,0,F5,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,04:53.0,10:51.6,,NULL,NULL
DR,2.12643E+17,1,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57756E+15,501,501,N,31,210,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,160519,57,260416,0,0,0,0,0,0,61,30,0,9E+21,,,,,,,,,,10,11,0,3612841696,0,0,0,1600,481383.25,481383.25,0,600,5,T,T,0,DIEBOLD 510/560 XP,0,i :,W,sH,0,0,0,,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,P,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,1.05006E+14,105,58,87,115,501,,5577557613021139=2708000000000000004500,0,0,45,0,T5,6,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,05:19.0,10:51.6,1,NULL,NULL
DR,2.12643E+17,1,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57756E+15,501,501,N,31,420,0,1,5,2.12643E+17,2.12643E+17,2.12643E+17,260416,160519,57,260416,0,0,0,0,0,0,61,30,0,9E+21,,,,,,,,,,10,11,0,3612841696,0,0,0,1600,0,0,0,600,5,T,T,0,DIEBOLD 510/560 XP,0,i :,W,sH,0,0,0,,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,10,0,0,P,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,1.05006E+14,105,58,87,115,501,,5577557613021139=2708000000000000004500,0,0,45,0,T5,6,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,Y,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,05:19.0,10:51.6,1,NULL,NULL
DR,2.12643E+17,1,UAAA,UAT1,SCB,S1A365316,0,MDS,5.41333E+15,111,1,N,31,210,0,1,3,2.12643E+17,0,0,260416,160724,37,260416,0,0,0,0,0,0,2018,22,0,9E+21,,,,,,,,,,10,0,0,0,0,0,2,900,0,0,0,659,5,C,C,94,NCR S6622E XP,0,บ ผ,],H,0,0,0,,0,764,840,0,34723282.96,84,0U,SD0032345105,0,32,345,105,5E+24,0,0,0,P,0,0,0,0,0,0,0,,,,,3.5E+14,350,0,0,0,0,0,0,0,,,,,,,,0,7.04019E+14,704,194,433,0,0,0,5413330089010624=2512000000000000000000,0,0,0,0,C5,6,59N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,07:24.0,10:51.7,1,NULL,NULL
DR,2.12643E+17,1,UAAA,UAT1,SCB,S1A365316,MDS,MDS,5.41333E+15,111,1,N,31,210,0,1,7,2.12643E+17,2.12643E+17,2.12643E+17,260416,160740,20,260416,0,0,0,0,0,260416,2019,22,0,9.76407E+21,,,,,,,,,,10,0,0,0,0,0,2,900,0,0,0,660,5,C,C,1,NCR S6622E XP,SIAM COMMERCIAL BANK,PHUKET   บ ผ,],H,0,0,0,,0,764,840,32.3451,38.65,84,0U,SD0032345105,0,32,345,105,5E+24,0,FB6D8C0CBC52C494,0,P,23461,0,0,0,0,0,0,,,,,3.5E+14,350,0,0,0,0,0,0,0,,,,,,,,0,7.04019E+14,704,194,433,0,0,0,5413330089010624=2512SIAM COMMERCIA0000,SIAM COM,MERCIA,0,0,0,550,DCC,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,07:40.0,10:51.7,1,NULL,NULL
DR,2.12643E+17,2,UGAA,UAT1,SCB,S1G36A513,UAT1,SCB,5.57756E+15,501,501,N,31,210,0,1,3,2.12643E+17,0,0,260416,160747,94,260416,0,0,0,0,0,0,62,30,0,9E+21,,,,,,,,,,31,0,41,0,0,0,0,0,0,0,0,0,5,F,F,1,DIEBOLD 510/560 XP,SIAM COMERCIAL,i :,W,sH,0,0,0,0,0,764,0,0,34723282.96,0,0,0,0,0,0,0,3.47233E+18,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,0,0,,,,,,,,0,1.05006E+14,105,58,87,115,0,0,5577557613021139=2708              4500,,,45,0,F5,0,00N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,07:47.0,10:51.6,,NULL,NULL
DR,2.12643E+17,1,UAAA,UAT1,SCB,S1A365316,0,MDS,5.41333E+15,111,1,N,31,210,0,1,3,2.12643E+17,0,0,260416,160858,30,260416,0,0,0,0,0,0,2020,22,0,9E+21,,,,,,,,,,10,31,0,0,,0,0,500,0,0,0,661,5,C,C,94,NCR S6622E XP,0,ฝ ๏,],H,0,0,0,,0,764,840,0,34723282.96,84,0U,SD0032345105,0,32,345,105,5E+24,0,0,0,P,0,0,0,0,0,0,0,,,,,3.5E+14,350,0,0,0,0,0,0,0,,,,,,,,0,7.0802E+14,708,195,433,0,0,0,5413330089010624=2512000000000000000000,0,0,0,0,C5,6,61N,N,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,,,,,,0,N,,N,N,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,0,,0,0,08:58.0,10:51.7,1,NULL,NULL
